seed	N	T	F	DRA	D	DSTA	Empty	Transmitted	TPF	TL1
1	35	0	0.300	0.006369	0.061389	0.061410	0.001807	2.555393e+12	2.390743	0.566224
1	36	0	0.300	0.006383	0.069971	0.070014	0.000516	2.558853e+12	2.387343	0.566226
1	37	0	0.300	0.006389	0.080000	0.080137	0.000047	2.560157e+12	2.390239	0.566390
1	38	0	0.300	0.006389	0.089801	0.090213	0.000027	2.560208e+12	2.389921	0.566930
1	39	0	0.300	0.006387	0.094740	0.097249	0.000011	2.560192e+12	2.386283	0.566497
1	40	0	0.300	0.006392	0.097002	0.098368	0.000011	2.560323e+12	2.393661	0.566565
2	1	0	0.300	0.000137	0.010022	0.010022	0.907900	8.640158e+10	2.398330	0.569474
2	2	0	0.300	0.000313	0.010286	0.010286	0.876224	1.727195e+11	2.400592	0.569338
2	3	0	0.300	0.000487	0.010551	0.010551	0.844498	2.591790e+11	2.402839	0.569989
2	4	0	0.300	0.000673	0.010845	0.010845	0.813070	3.448244e+11	2.400438	0.568647
2	5	0	0.300	0.000850	0.011115	0.011115	0.781879	4.298118e+11	2.398054	0.567592
2	6	0	0.300	0.001028	0.011397	0.011397	0.750794	5.145047e+11	2.395806	0.567349
2	7	0	0.300	0.001209	0.011727	0.011727	0.719305	6.003222e+11	2.398292	0.568092
2	8	0	0.300	0.001382	0.012025	0.012025	0.689051	6.827517e+11	2.395417	0.566962
2	9	0	0.300	0.001578	0.012377	0.012377	0.657950	7.674931e+11	2.393790	0.567199
2	10	0	0.300	0.001759	0.012716	0.012716	0.627621	8.501313e+11	2.390555	0.567175
2	11	0	0.300	0.001953	0.013128	0.013128	0.596520	9.348744e+11	2.393487	0.568270
2	12	0	0.300	0.002133	0.013483	0.013483	0.566715	1.016067e+12	2.388987	0.566413
2	13	0	0.300	0.002322	0.013914	0.013914	0.535650	1.100734e+12	2.391382	0.567403
2	14	0	0.300	0.002530	0.014428	0.014428	0.504676	1.185149e+12	2.394979	0.567518
2	15	0	0.300	0.002715	0.014857	0.014857	0.474327	1.267852e+12	2.393733	0.567182
2	16	0	0.300	0.002917	0.015396	0.015396	0.444237	1.349847e+12	2.393174	0.567359
2	17	0	0.300	0.003112	0.015970	0.015970	0.414298	1.431414e+12	2.393883	0.567472
2	18	0	0.300	0.003321	0.016623	0.016623	0.383685	1.514855e+12	2.396514	0.567030
2	19	0	0.300	0.003517	0.017194	0.017194	0.355019	1.592931e+12	2.393492	0.567126
2	20	0	0.300	0.003713	0.017892	0.017892	0.326484	1.670659e+12	2.390601	0.567212
2	21	0	0.300	0.003917	0.018664	0.018664	0.297334	1.750107e+12	2.392229	0.567459
2	22	0	0.300	0.004127	0.019497	0.019497	0.268544	1.828571e+12	2.392589	0.566609
2	23	0	0.300	0.004332	0.020456	0.020456	0.240307	1.905501e+12	2.391629	0.567185
2	24	0	0.300	0.004546	0.021564	0.021564	0.211671	1.983561e+12	2.394243	0.567262
2	25	0	0.300	0.004765	0.022776	0.022777	0.183918	2.059182e+12	2.394525	0.567569
2	26	0	0.300	0.004977	0.024087	0.024087	0.157504	2.131157e+12	2.393518	0.567509
2	27	0	0.300	0.005181	0.025764	0.025764	0.132366	2.199657e+12	2.393208	0.567265
2	28	0	0.300	0.005393	0.027698	0.027698	0.106161	2.271104e+12	2.395648	0.567538
2	29	0	0.300	0.005592	0.030055	0.030055	0.083683	2.332310e+12	2.394332	0.567594
2	30	0	0.300	0.005785	0.032910	0.032911	0.061909	2.391654e+12	2.394256	0.567437
2	31	0	0.300	0.005957	0.036346	0.036347	0.042996	2.443167e+12	2.393455	0.567301
2	32	0	0.300	0.006113	0.040745	0.040748	0.026713	2.487555e+12	2.394139	0.567146
2	33	0	0.300	0.006226	0.046011	0.046013	0.015018	2.519370e+12	2.390832	0.566623
2	34	0	0.300	0.006319	0.053380	0.053388	0.006336	2.543053e+12	2.392547	0.567127
2	35	0	0.300	0.006371	0.062076	0.062095	0.001831	2.555370e+12	2.395539	0.567898
2	36	0	0.300	0.006385	0.071087	0.071129	0.000415	2.559186e+12	2.393010	0.567490
2	37	0	0.300	0.006390	0.080261	0.080425	0.000070	2.560082e+12	2.390714	0.567055
2	38	0	0.300	0.006394	0.090641	0.091294	0.000021	2.560335e+12	2.394996	0.567856
2	39	0	0.300	0.006392	0.093999	0.096671	0.000013	2.560292e+12	2.392878	0.566823
2	40	0	0.300	0.006391	0.103094	0.133104	0.000018	2.560296e+12	2.393129	0.567175
3	1	0	0.300	0.000137	0.009929	0.009929	0.908105	8.583082e+10	2.381360	0.568812
3	2	0	0.300	0.000316	0.010214	0.010214	0.876704	1.713930e+11	2.387120	0.568584
3	3	0	0.300	0.000482	0.010516	0.010516	0.844857	2.581897e+11	2.396033	0.568899
3	4	0	0.300	0.000675	0.010807	0.010807	0.813595	3.433711e+11	2.394459	0.568187
3	5	0	0.300	0.000837	0.011071	0.011071	0.782391	4.284062e+11	2.393174	0.566980
3	6	0	0.300	0.001026	0.011348	0.011348	0.751791	5.117628e+11	2.388170	0.566182
3	7	0	0.300	0.001201	0.011659	0.011659	0.720390	5.973350e+11	2.389618	0.566446
3	8	0	0.300	0.001389	0.011988	0.011988	0.689933	6.803001e+11	2.386713	0.566790
3	9	0	0.300	0.001568	0.012332	0.012332	0.658682	7.654769e+11	2.388506	0.566557
3	10	0	0.300	0.001757	0.012694	0.012694	0.628201	8.485172e+11	2.387162	0.566184
3	11	0	0.300	0.001944	0.013091	0.013091	0.597115	9.332333e+11	2.389806	0.566698
3	12	0	0.300	0.002130	0.013474	0.013474	0.566942	1.015422e+12	2.387356	0.565967
3	13	0	0.300	0.002324	0.013937	0.013937	0.535427	1.101338e+12	2.391928	0.567185
3	14	0	0.300	0.002513	0.014379	0.014379	0.505481	1.182915e+12	2.390264	0.567185
3	15	0	0.300	0.002711	0.014870	0.014870	0.474971	1.266060e+12	2.390346	0.567024
3	16	0	0.300	0.002919	0.015404	0.015404	0.444362	1.349501e+12	2.392044	0.567090
3	17	0	0.300	0.003108	0.015937	0.015937	0.414732	1.430208e+12	2.391140	0.567779
3	18	0	0.300	0.003310	0.016551	0.016551	0.384931	1.511432e+12	2.392479	0.567357
3	19	0	0.300	0.003502	0.017176	0.017176	0.355979	1.590278e+12	2.390087	0.567544
3	20	0	0.300	0.003717	0.017909	0.017909	0.325976	1.672066e+12	2.391991	0.567661
3	21	0	0.300	0.003913	0.018607	0.018607	0.296932	1.751210e+12	2.391294	0.566999
3	22	0	0.300	0.004119	0.019490	0.019490	0.269171	1.826825e+12	2.388719	0.566966
3	23	0	0.300	0.004338	0.020414	0.020414	0.240236	1.905715e+12	2.391130	0.566695
3	24	0	0.300	0.004548	0.021517	0.021518	0.212167	1.982195e+12	2.392089	0.567382
3	25	0	0.300	0.004749	0.022596	0.022596	0.185175	2.055700e+12	2.389187	0.567442
3	26	0	0.300	0.004964	0.024101	0.024100	0.158831	2.127517e+12	2.389876	0.566467
3	27	0	0.300	0.005175	0.025687	0.025687	0.132030	2.200555e+12	2.391494	0.566414
3	28	0	0.300	0.005389	0.027682	0.027682	0.106628	2.269801e+12	2.393475	0.567085
3	29	0	0.300	0.005582	0.029875	0.029875	0.084133	2.331057e+12	2.392100	0.566542
3	30	0	0.300	0.005790	0.032829	0.032830	0.061763	2.392085e+12	2.394041	0.567284
3	31	0	0.300	0.005960	0.036316	0.036316	0.042890	2.443474e+12	2.393751	0.567328
3	32	0	0.300	0.006114	0.040696	0.040698	0.026800	2.487303e+12	2.393154	0.566829
3	33	0	0.300	0.006235	0.046098	0.046101	0.014404	2.521050e+12	2.391323	0.567145
3	34	0	0.300	0.006319	0.053136	0.053146	0.006194	2.543442e+12	2.391143	0.566625
3	35	0	0.300	0.006370	0.061523	0.061550	0.001831	2.555344e+12	2.391746	0.567111
3	36	0	0.300	0.006389	0.070982	0.071026	0.000473	2.559032e+12	2.392140	0.567034
3	37	0	0.300	0.006397	0.080947	0.081062	0.000029	2.560283e+12	2.392713	0.566736
3	38	0	0.300	0.006389	0.089738	0.090211	0.000018	2.560222e+12	2.389161	0.566731
3	39	0	0.300	0.006388	0.098205	0.102326	0.000016	2.560300e+12	2.391267	0.567014
3	40	0	0.300	0.006390	0.103007	0.111623	0.000013	2.560257e+12	2.389307	0.566270
4	1	0	0.300	0.000137	0.009934	0.009934	0.908177	8.563699e+10	2.382011	0.566178
4	2	0	0.300	0.000312	0.010250	0.010250	0.876493	1.719798e+11	2.393182	0.565393
4	3	0	0.300	0.000488	0.010511	0.010511	0.845159	2.573548e+11	2.393065	0.565609
4	4	0	0.300	0.000662	0.010741	0.010741	0.814301	3.414273e+11	2.386278	0.565786
4	5	0	0.300	0.000847	0.011054	0.011055	0.782781	4.273273e+11	2.389205	0.566575
4	6	0	0.300	0.001029	0.011342	0.011342	0.751884	5.115015e+11	2.386267	0.565868
4	7	0	0.300	0.001206	0.011679	0.011679	0.720289	5.976115e+11	2.390872	0.565929
4	8	0	0.300	0.001379	0.011949	0.011949	0.690208	6.795618e+11	2.384488	0.564934
4	9	0	0.300	0.001574	0.012309	0.012308	0.659158	7.641544e+11	2.383333	0.565603
4	10	0	0.300	0.001761	0.012700	0.012700	0.627866	8.494342e+11	2.387277	0.566148
4	11	0	0.300	0.001943	0.013069	0.013069	0.597417	9.324032e+11	2.386685	0.566167
4	12	0	0.300	0.002130	0.013462	0.013462	0.566804	1.015811e+12	2.387085	0.566110
4	13	0	0.300	0.002320	0.013895	0.013895	0.536123	1.099409e+12	2.385924	0.566334
4	14	0	0.300	0.002524	0.014396	0.014396	0.504729	1.184994e+12	2.390700	0.567048
4	15	0	0.300	0.002714	0.014849	0.014849	0.474931	1.266154e+12	2.388579	0.567064
4	16	0	0.300	0.002910	0.015364	0.015364	0.445236	1.347039e+12	2.388423	0.566939
4	17	0	0.300	0.003106	0.015923	0.015923	0.415201	1.428894e+12	2.386547	0.566416
4	18	0	0.300	0.003302	0.016519	0.016519	0.385023	1.511145e+12	2.390646	0.567138
4	19	0	0.300	0.003502	0.017129	0.017130	0.356040	1.590110e+12	2.387114	0.566017
4	20	0	0.300	0.003709	0.017862	0.017862	0.326461	1.670698e+12	2.388317	0.565751
4	21	0	0.300	0.003913	0.018627	0.018627	0.297699	1.749063e+12	2.387209	0.566547
4	22	0	0.300	0.004126	0.019479	0.019480	0.268663	1.828200e+12	2.388362	0.565775
4	23	0	0.300	0.004325	0.020429	0.020429	0.240593	1.904678e+12	2.388650	0.566216
4	24	0	0.300	0.004535	0.021426	0.021426	0.213297	1.979072e+12	2.386680	0.565556
4	25	0	0.300	0.004734	0.022528	0.022528	0.186836	2.051126e+12	2.384459	0.565564
4	26	0	0.300	0.004954	0.024062	0.024062	0.159465	2.125749e+12	2.387452	0.565185
4	27	0	0.300	0.005171	0.025599	0.025599	0.133076	2.197670e+12	2.388939	0.565884
4	28	0	0.300	0.005381	0.027547	0.027548	0.107724	2.266757e+12	2.389548	0.566406
4	29	0	0.300	0.005584	0.029902	0.029902	0.084424	2.330238e+12	2.390322	0.566629
4	30	0	0.300	0.005777	0.032686	0.032687	0.062382	2.390296e+12	2.390210	0.566971
4	31	0	0.300	0.005943	0.035932	0.035933	0.043910	2.440615e+12	2.388357	0.565771
4	32	0	0.300	0.006114	0.040595	0.040597	0.026988	2.486778e+12	2.391245	0.566285
4	33	0	0.300	0.006237	0.046090	0.046093	0.014584	2.520557e+12	2.389544	0.565853
4	34	0	0.300	0.006321	0.053190	0.053201	0.006330	2.543039e+12	2.390027	0.566637
4	35	0	0.300	0.006371	0.061581	0.061600	0.001982	2.554904e+12	2.390467	0.565962
4	36	0	0.300	0.006385	0.070687	0.070752	0.000362	2.559287e+12	2.389490	0.565965
4	37	0	0.300	0.006386	0.080128	0.080341	0.000058	2.560115e+12	2.390024	0.566375
4	38	0	0.300	0.006388	0.089672	0.090335	0.000014	2.560210e+12	2.389024	0.565975
4	39	0	0.300	0.006389	0.092335	0.092997	0.000012	2.560241e+12	2.389525	0.566662
4	40	0	0.300	0.006390	0.101742	0.118115	0.000011	2.560212e+12	2.388197	0.566306
5	1	0	0.300	0.000137	0.009931	0.009931	0.908241	8.545730e+10	2.384011	0.566261
5	2	0	0.300	0.000314	0.010233	0.010233	0.876835	1.710381e+11	2.391169	0.566915
5	3	0	0.300	0.000477	0.010445	0.010445	0.845655	2.559926e+11	2.385705	0.566315
5	4	0	0.300	0.000657	0.010755	0.010755	0.814267	3.415317e+11	2.390404	0.564890
5	5	0	0.300	0.000850	0.011082	0.011082	0.782682	4.276031e+11	2.393737	0.567210
5	6	0	0.300	0.001019	0.011349	0.011349	0.751991	5.112240e+11	2.389586	0.566485
5	7	0	0.300	0.001201	0.011653	0.011653	0.721185	5.951592e+11	2.387048	0.566729
5	8	0	0.300	0.001390	0.012007	0.012007	0.689449	6.816530e+11	2.390764	0.567363
5	9	0	0.300	0.001568	0.012322	0.012322	0.659068	7.644120e+11	2.387780	0.566386
5	10	0	0.300	0.001763	0.012733	0.012733	0.627557	8.503189e+11	2.392820	0.566854
5	11	0	0.300	0.001938	0.013038	0.013038	0.598164	9.303535e+11	2.386643	0.566560
5	12	0	0.300	0.002121	0.013420	0.013421	0.567499	1.013918e+12	2.385366	0.566722
5	13	0	0.300	0.002320	0.013918	0.013918	0.535733	1.100512e+12	2.392599	0.567050
5	14	0	0.300	0.002505	0.014325	0.014325	0.506215	1.180922e+12	2.388653	0.566097
5	15	0	0.300	0.002713	0.014843	0.014843	0.476079	1.263025e+12	2.389250	0.566070
5	16	0	0.300	0.002888	0.015294	0.015294	0.446872	1.342600e+12	2.385546	0.565332
5	17	0	0.300	0.003108	0.015944	0.015944	0.415197	1.428965e+12	2.390538	0.566752
5	18	0	0.300	0.003305	0.016508	0.016508	0.385596	1.509613e+12	2.391930	0.566590
5	19	0	0.300	0.003498	0.017132	0.017132	0.356189	1.589746e+12	2.390240	0.566782
5	20	0	0.300	0.003701	0.017827	0.017827	0.327285	1.668471e+12	2.389327	0.566587
5	21	0	0.300	0.003898	0.018597	0.018597	0.298557	1.746743e+12	2.389016	0.565855
5	22	0	0.300	0.004110	0.019410	0.019410	0.270147	1.824152e+12	2.388502	0.566072
5	23	0	0.300	0.004325	0.020403	0.020403	0.240798	1.904149e+12	2.390074	0.567105
5	24	0	0.300	0.004539	0.021441	0.021441	0.213439	1.978693e+12	2.390582	0.566296
5	25	0	0.300	0.004739	0.022579	0.022579	0.186382	2.052393e+12	2.389336	0.566504
5	26	0	0.300	0.004961	0.024049	0.024049	0.159575	2.125457e+12	2.389842	0.566696
5	27	0	0.300	0.005166	0.025625	0.025626	0.133198	2.197341e+12	2.391201	0.566656
5	28	0	0.300	0.005377	0.027548	0.027548	0.108086	2.265791e+12	2.390600	0.566803
5	29	0	0.300	0.005571	0.029710	0.029710	0.085298	2.327836e+12	2.389300	0.566433
5	30	0	0.300	0.005777	0.032647	0.032647	0.062661	2.389561e+12	2.391070	0.566715
5	31	0	0.300	0.005947	0.035977	0.035978	0.043967	2.440490e+12	2.390539	0.566985
5	32	0	0.300	0.006105	0.040566	0.040567	0.027520	2.485319e+12	2.390113	0.566603
5	33	0	0.300	0.006224	0.045940	0.045945	0.015208	2.518814e+12	2.389525	0.566093
5	34	0	0.300	0.006316	0.053050	0.053058	0.006401	2.542856e+12	2.390897	0.566467
5	35	0	0.300	0.006369	0.061238	0.061256	0.002058	2.554696e+12	2.389743	0.566452
5	36	0	0.300	0.006380	0.069822	0.069876	0.000595	2.558655e+12	2.387924	0.566069
5	37	0	0.300	0.006385	0.079495	0.079657	0.000076	2.560047e+12	2.387036	0.566188
5	38	0	0.300	0.006392	0.089673	0.090417	0.000017	2.560268e+12	2.390495	0.566428
5	39	0	0.300	0.006387	0.095856	0.098774	0.000011	2.560218e+12	2.387843	0.566210
5	40	0	0.300	0.006389	0.103463	0.108892	0.000011	2.560288e+12	2.391896	0.566381
6	1	0	0.300	0.000137	0.009938	0.009938	0.908196	8.558487e+10	2.383382	0.568270
6	2	0	0.300	0.000313	0.010261	0.010261	0.876609	1.716674e+11	2.395674	0.569862
6	3	0	0.300	0.000489	0.010514	0.010514	0.845251	2.571107e+11	2.392930	0.567090
6	4	0	0.300	0.000658	0.010774	0.010774	0.813996	3.422873e+11	2.391954	0.567707
6	5	0	0.300	0.000846	0.011064	0.011064	0.783060	4.265731e+11	2.389004	0.566643
6	6	0	0.300	0.001022	0.011347	0.011347	0.752143	5.108103e+11	2.387651	0.567289
6	7	0	0.300	0.001203	0.011680	0.011680	0.720679	5.965675e+11	2.391230	0.566788
6	8	0	0.300	0.001387	0.012013	0.012013	0.689445	6.816734e+11	2.390686	0.566728
6	9	0	0.300	0.001567	0.012343	0.012343	0.658444	7.661416e+11	2.390189	0.566605
6	10	0	0.300	0.001767	0.012751	0.012751	0.627157	8.514132e+11	2.394380	0.566991
6	11	0	0.300	0.001942	0.013115	0.013115	0.596599	9.346658e+11	2.392644	0.567621
6	12	0	0.300	0.002132	0.013519	0.013518	0.565921	1.018261e+12	2.393787	0.568035
6	13	0	0.300	0.002331	0.013959	0.013959	0.536081	1.099564e+12	2.389725	0.566713
6	14	0	0.300	0.002521	0.014387	0.014387	0.505937	1.181686e+12	2.390010	0.566995
6	15	0	0.300	0.002717	0.014901	0.014901	0.474854	1.266398e+12	2.392289	0.567368
6	16	0	0.300	0.002925	0.015419	0.015419	0.445037	1.347655e+12	2.392036	0.566816
6	17	0	0.300	0.003108	0.015986	0.015986	0.415077	1.429298e+12	2.392733	0.566922
6	18	0	0.300	0.003311	0.016573	0.016573	0.385097	1.510971e+12	2.391830	0.567455
6	19	0	0.300	0.003512	0.017213	0.017214	0.355325	1.592119e+12	2.391907	0.566518
6	20	0	0.300	0.003715	0.017936	0.017936	0.325425	1.673604e+12	2.393066	0.567255
6	21	0	0.300	0.003921	0.018676	0.018676	0.297060	1.750889e+12	2.391787	0.566629
6	22	0	0.300	0.004133	0.019588	0.019588	0.267992	1.830098e+12	2.393700	0.567080
6	23	0	0.300	0.004331	0.020456	0.020456	0.240147	1.905965e+12	2.392114	0.566229
6	24	0	0.300	0.004531	0.021435	0.021435	0.213897	1.977426e+12	2.388994	0.566624
6	25	0	0.300	0.004751	0.022754	0.022754	0.185440	2.055029e+12	2.391442	0.566603
6	26	0	0.300	0.004959	0.024121	0.024121	0.158673	2.127955e+12	2.392011	0.567311
6	27	0	0.300	0.005174	0.025709	0.025709	0.132624	2.198954e+12	2.392040	0.566891
6	28	0	0.300	0.005374	0.027453	0.027453	0.107977	2.266065e+12	2.390383	0.566606
6	29	0	0.300	0.005573	0.029788	0.029788	0.085090	2.328447e+12	2.389929	0.566713
6	30	0	0.300	0.005768	0.032663	0.032664	0.063259	2.387948e+12	2.391600	0.566396
6	31	0	0.300	0.005949	0.036124	0.036125	0.043846	2.440827e+12	2.391239	0.566603
6	32	0	0.300	0.006107	0.040703	0.040704	0.026945	2.486925e+12	2.392391	0.566691
6	33	0	0.300	0.006228	0.046200	0.046203	0.015118	2.519130e+12	2.390198	0.565962
6	34	0	0.300	0.006313	0.052879	0.052890	0.006748	2.541920e+12	2.389469	0.566593
6	35	0	0.300	0.006362	0.060810	0.060822	0.002254	2.554138e+12	2.388440	0.566151
6	36	0	0.300	0.006381	0.070054	0.070121	0.000504	2.558881e+12	2.388283	0.566380
6	37	0	0.300	0.006393	0.080267	0.080389	0.000087	2.560099e+12	2.390384	0.566146
6	38	0	0.300	0.006390	0.089625	0.090013	0.000022	2.560251e+12	2.389746	0.566410
6	39	0	0.300	0.006391	0.099132	0.102810	0.000015	2.560253e+12	2.390994	0.566402
6	40	0	0.300	0.006389	0.107197	0.122418	0.000017	2.560232e+12	2.389909	0.566881
