seed	N	T	F	DRA	D	DSTA	Empty	Transmitted	TPF	TL1
1	21	0	0.300	0.006834	0.128866	0.270481	0.016273	1.280506e+12	4.211057	0.768703
1	22	0	0.300	0.006914	0.146011	0.382182	0.009250	1.287604e+12	4.218113	0.769644
1	23	0	0.300	0.006976	0.163783	0.571372	0.004808	1.290829e+12	4.223579	0.770867
1	24	0	0.300	0.006980	0.170388	0.752124	0.003164	1.332306e+12	4.124679	0.762293
1	25	0	0.300	0.006968	0.170200	0.854869	0.002392	1.384123e+12	3.980518	0.747981
1	26	0	0.300	0.006976	0.182382	1.319262	0.001195	1.402799e+12	3.939333	0.746300
1	27	0	0.300	0.006987	0.200374	2.458963	0.000496	1.403355e+12	3.943528	0.746935
1	28	0	0.300	0.006979	0.211752	3.989972	0.000262	1.418544e+12	3.899345	0.745092
1	29	0	0.300	0.006958	0.212449	5.132044	0.000218	1.469758e+12	3.788017	0.732294
1	30	0	0.300	0.006944	0.219756	8.699201	0.000071	1.498755e+12	3.728088	0.729703
1	31	0	0.300	0.006913	0.220139	12.496541	0.000054	1.547900e+12	3.621138	0.718460
1	32	0	0.300	0.006897	0.219270	13.890739	0.000041	1.596451e+12	3.523187	0.707468
1	33	0	0.300	0.006882	0.228579	32.838437	0.000018	1.615819e+12	3.488559	0.706592
1	34	0	0.300	0.006873	0.233005	33.833133	0.000021	1.638977e+12	3.441753	0.703328
1	35	0	0.300	0.006866	0.247086	90.608671	0.000015	1.656563e+12	3.413931	0.702312
1	36	0	0.300	0.006854	0.239224	278.842787	0.000013	1.677740e+12	3.378908	0.701068
1	37	0	0.300	0.006834	0.223142	-nan	0.000010	1.722902e+12	3.305638	0.691470
1	38	0	0.300	0.006813	0.223549	-nan	0.000010	1.766419e+12	3.234982	0.682381
1	39	0	0.300	0.006811	0.236336	-nan	0.000010	1.772077e+12	3.224337	0.682161
1	40	0	0.300	0.006806	0.237414	-nan	0.000010	1.772198e+12	3.221482	0.683017
2	1	0	0.300	0.000137	0.016551	0.016551	0.888111	8.461259e+10	3.649055	0.753796
2	2	0	0.300	0.000461	0.017479	0.017481	0.836982	1.686278e+11	3.647097	0.751311
2	3	0	0.300	0.000970	0.022521	0.022662	0.756087	2.482166e+11	4.322053	0.796279
2	4	0	0.300	0.001354	0.023481	0.023636	0.701981	3.291934e+11	4.225706	0.791479
2	5	0	0.300	0.001698	0.024310	0.024480	0.651066	4.129465e+11	4.123581	0.784625
2	6	0	0.300	0.001897	0.023033	0.023279	0.623146	4.932708e+11	3.803031	0.744802
2	7	0	0.300	0.002458	0.027133	0.027579	0.546531	5.694483e+11	4.060033	0.764476
2	8	0	0.300	0.002784	0.028671	0.029216	0.500188	6.466242e+11	4.007160	0.763362
2	9	0	0.300	0.003113	0.030356	0.030998	0.454811	7.222317e+11	3.955651	0.760871
2	10	0	0.300	0.003625	0.035205	0.036382	0.385809	7.910621e+11	4.109669	0.772586
2	11	0	0.300	0.003825	0.035050	0.036407	0.359251	8.695752e+11	3.937389	0.751359
2	12	0	0.300	0.004133	0.037776	0.039578	0.319141	9.396415e+11	3.895937	0.750278
2	13	0	0.300	0.004632	0.043907	0.046916	0.258031	1.000053e+12	4.012173	0.759136
2	14	0	0.300	0.005080	0.051302	0.056418	0.203308	1.053342e+12	4.102760	0.764598
2	15	0	0.300	0.005347	0.055104	0.061912	0.171618	1.114657e+12	4.046932	0.762641
2	16	0	0.300	0.005721	0.064537	0.075934	0.127840	1.156685e+12	4.113348	0.767549
2	17	0	0.300	0.005950	0.070349	0.086059	0.102715	1.212863e+12	4.060770	0.764626
2	18	0	0.300	0.006128	0.075500	0.096384	0.082259	1.260332e+12	3.994094	0.761540
2	19	0	0.300	0.006303	0.082370	0.111465	0.063464	1.306735e+12	3.950874	0.759361
2	20	0	0.300	0.006415	0.086659	0.124061	0.050494	1.362151e+12	3.862155	0.750263
2	21	0	0.300	0.006518	0.091305	0.140167	0.038860	1.413196e+12	3.784741	0.742791
2	22	0	0.300	0.006677	0.104709	0.187516	0.024118	1.428094e+12	3.802819	0.744609
2	23	0	0.300	0.006723	0.109527	0.215744	0.018039	1.473800e+12	3.719384	0.737255
2	24	0	0.300	0.006816	0.124250	0.308756	0.010314	1.480038e+12	3.728330	0.737134
2	25	0	0.300	0.006872	0.140319	0.471396	0.005354	1.485429e+12	3.736900	0.737936
2	26	0	0.300	0.006891	0.149664	0.614499	0.003282	1.511362e+12	3.689641	0.735811
2	27	0	0.300	0.006917	0.165779	1.054085	0.001480	1.513439e+12	3.690961	0.735131
2	28	0	0.300	0.006929	0.182522	1.803617	0.000718	1.514965e+12	3.695547	0.736406
2	29	0	0.300	0.006930	0.199041	3.889662	0.000252	1.515991e+12	3.695591	0.736396
2	30	0	0.300	0.006935	0.215000	8.705289	0.000088	1.513663e+12	3.692464	0.735679
2	31	0	0.300	0.006928	0.226377	11.139112	0.000088	1.527846e+12	3.663884	0.734709
2	32	0	0.300	0.006908	0.228295	20.817183	0.000042	1.570774e+12	3.574491	0.725725
2	33	0	0.300	0.006910	0.241558	58.322223	0.000015	1.570750e+12	3.578042	0.726301
2	34	0	0.300	0.006890	0.243071	64.843122	0.000013	1.608280e+12	3.510912	0.719778
2	35	0	0.300	0.006868	0.244621	77.785926	0.000015	1.653738e+12	3.425971	0.710247
2	36	0	0.300	0.006845	0.247498	142.743956	0.000012	1.697512e+12	3.348942	0.699620
2	37	0	0.300	0.006836	0.233122	-nan	0.000011	1.714959e+12	3.320965	0.698729
2	38	0	0.300	0.006829	0.262423	407.055377	0.000011	1.729988e+12	3.294479	0.697524
2	39	0	0.300	0.006830	0.237203	-nan	0.000011	1.729665e+12	3.296502	0.696755
2	40	0	0.300	0.006819	0.230017	-nan	0.000011	1.754412e+12	3.259303	0.694023
3	1	0	0.300	0.000137	0.009929	0.009929	0.908105	8.583082e+10	2.381360	0.568812
3	2	0	0.300	0.000523	0.019167	0.019412	0.826228	1.667388e+11	4.005303	0.721693
3	3	0	0.300	0.000752	0.016776	0.017015	0.795511	2.513757e+11	3.449612	0.669103
3	4	0	0.300	0.001282	0.021578	0.021927	0.715371	3.311423e+11	3.997439	0.720763
3	5	0	0.300	0.001602	0.022318	0.022670	0.665688	4.120760e+11	3.922682	0.727008
3	6	0	0.300	0.001944	0.023348	0.023754	0.616973	4.937840e+11	3.874178	0.730442
3	7	0	0.300	0.002198	0.023332	0.023781	0.580902	5.753132e+11	3.713190	0.717571
3	8	0	0.300	0.002749	0.027521	0.028224	0.506979	6.466838e+11	3.938939	0.736353
3	9	0	0.300	0.003261	0.032303	0.033376	0.435043	7.184406e+11	4.118567	0.751475
3	10	0	0.300	0.003808	0.037567	0.039233	0.365633	7.873528e+11	4.267301	0.764364
3	11	0	0.300	0.004284	0.043624	0.046300	0.303849	8.465208e+11	4.363019	0.771359
3	12	0	0.300	0.004740	0.050398	0.054414	0.247127	9.036133e+11	4.441390	0.779232
3	13	0	0.300	0.004996	0.052606	0.057742	0.216521	9.732730e+11	4.323362	0.770829
3	14	0	0.300	0.005416	0.061173	0.069462	0.167747	1.020869e+12	4.386474	0.776327
3	15	0	0.300	0.005717	0.068134	0.080354	0.132224	1.075828e+12	4.369794	0.777301
3	16	0	0.300	0.005891	0.070892	0.086395	0.111425	1.134786e+12	4.253652	0.768906
3	17	0	0.300	0.006135	0.078691	0.101099	0.085154	1.180949e+12	4.221820	0.769193
3	18	0	0.300	0.006239	0.080520	0.107891	0.071396	1.246143e+12	4.090925	0.753418
3	19	0	0.300	0.006321	0.081930	0.114590	0.060955	1.308665e+12	3.955542	0.741235
3	20	0	0.300	0.006459	0.088694	0.133302	0.046100	1.354038e+12	3.900577	0.738148
3	21	0	0.300	0.006603	0.097790	0.163085	0.031914	1.384503e+12	3.870327	0.738604
3	22	0	0.300	0.006719	0.109012	0.210912	0.020639	1.412228e+12	3.851312	0.737423
3	23	0	0.300	0.006768	0.114357	0.247223	0.015114	1.455512e+12	3.768984	0.731928
3	24	0	0.300	0.006845	0.129996	0.359946	0.008121	1.461995e+12	3.781731	0.732337
3	25	0	0.300	0.006877	0.138350	0.468086	0.005233	1.491567e+12	3.724100	0.729918
3	26	0	0.300	0.006912	0.154377	0.748115	0.002486	1.494846e+12	3.728027	0.729909
3	27	0	0.300	0.006916	0.162971	1.053522	0.001569	1.522193e+12	3.671959	0.726305
3	28	0	0.300	0.006919	0.178970	1.774631	0.000763	1.522034e+12	3.672030	0.726644
3	29	0	0.300	0.006927	0.196029	3.365593	0.000280	1.523632e+12	3.676634	0.726483
3	30	0	0.300	0.006919	0.202725	6.498204	0.000121	1.548607e+12	3.622027	0.724104
3	31	0	0.300	0.006894	0.204589	7.067605	0.000118	1.596203e+12	3.524414	0.713063
3	32	0	0.300	0.006892	0.214555	14.476352	0.000051	1.615648e+12	3.495571	0.711251
3	33	0	0.300	0.006880	0.223584	23.935004	0.000026	1.637874e+12	3.456378	0.709159
3	34	0	0.300	0.006876	0.232451	77.436958	0.000018	1.637815e+12	3.451795	0.709734
3	35	0	0.300	0.006873	0.246264	104.057167	0.000011	1.645677e+12	3.435013	0.708850
3	36	0	0.300	0.006873	0.257804	233.380260	0.000013	1.646855e+12	3.437785	0.708897
3	37	0	0.300	0.006870	0.263675	300.024749	0.000013	1.646274e+12	3.434100	0.709246
3	38	0	0.300	0.006860	0.249409	229.858074	0.000011	1.661306e+12	3.416074	0.708155
3	39	0	0.300	0.006857	0.261195	-nan	0.000011	1.666480e+12	3.404074	0.707237
3	40	0	0.300	0.006840	0.237261	-nan	0.000011	1.709673e+12	3.330338	0.698127
4	1	0	0.300	0.000137	0.027118	0.027118	0.857859	8.081010e+10	5.687403	0.882032
4	2	0	0.300	0.000712	0.029690	0.029694	0.776923	1.608193e+11	5.710173	0.883466
4	3	0	0.300	0.001277	0.032552	0.032596	0.698624	2.382189e+11	5.700709	0.881732
4	4	0	0.300	0.001670	0.030841	0.031042	0.649989	3.193873e+11	5.159743	0.847972
4	5	0	0.300	0.001971	0.028972	0.029345	0.612396	4.030123e+11	4.684646	0.806639
4	6	0	0.300	0.002200	0.027280	0.027799	0.582541	4.861049e+11	4.281421	0.764664
4	7	0	0.300	0.002729	0.031582	0.032294	0.509555	5.580641e+11	4.462384	0.780730
4	8	0	0.300	0.003062	0.032846	0.033736	0.464005	6.360860e+11	4.347168	0.775947
4	9	0	0.300	0.003380	0.034362	0.035475	0.420384	7.097324e+11	4.251920	0.771112
4	10	0	0.300	0.003727	0.036403	0.037833	0.375796	7.874163e+11	4.186040	0.769358
4	11	0	0.300	0.003906	0.036103	0.037741	0.350725	8.651835e+11	3.999239	0.749492
4	12	0	0.300	0.004414	0.042323	0.045063	0.287308	9.271723e+11	4.122867	0.759083
4	13	0	0.300	0.004696	0.045094	0.048589	0.250227	9.948391e+11	4.057956	0.757080
4	14	0	0.300	0.005146	0.052693	0.058481	0.196788	1.046698e+12	4.144332	0.763507
4	15	0	0.300	0.005386	0.056595	0.064256	0.166070	1.108117e+12	4.082191	0.760490
4	16	0	0.300	0.005796	0.066756	0.079861	0.121113	1.152197e+12	4.162692	0.765871
4	17	0	0.300	0.006117	0.077395	0.098785	0.087188	1.185677e+12	4.197244	0.769032
4	18	0	0.300	0.006384	0.090702	0.126894	0.059216	1.213808e+12	4.239202	0.771370
4	19	0	0.300	0.006464	0.092070	0.135079	0.049771	1.274953e+12	4.093976	0.756047
4	20	0	0.300	0.006571	0.098122	0.155881	0.037171	1.315521e+12	4.018876	0.752704
4	21	0	0.300	0.006680	0.106043	0.186990	0.026901	1.354260e+12	3.959624	0.749305
4	22	0	0.300	0.006795	0.121482	0.258465	0.015729	1.364883e+12	3.976112	0.750481
4	23	0	0.300	0.006884	0.137841	0.369210	0.008752	1.371703e+12	3.986522	0.750726
4	24	0	0.300	0.006914	0.145910	0.469784	0.005553	1.403742e+12	3.916165	0.748131
4	25	0	0.300	0.006918	0.151690	0.599870	0.003716	1.442715e+12	3.828347	0.740713
4	26	0	0.300	0.006944	0.168929	0.980928	0.001878	1.444497e+12	3.833938	0.741158
4	27	0	0.300	0.006954	0.186362	1.744002	0.000823	1.444665e+12	3.837034	0.741382
4	28	0	0.300	0.006937	0.186772	2.226102	0.000555	1.494631e+12	3.723127	0.728549
4	29	0	0.300	0.006916	0.188170	2.808561	0.000316	1.545034e+12	3.622293	0.718257
4	30	0	0.300	0.006914	0.200017	5.336738	0.000193	1.561557e+12	3.593380	0.717552
4	31	0	0.300	0.006909	0.215755	11.482676	0.000072	1.560761e+12	3.592408	0.717385
4	32	0	0.300	0.006900	0.223456	21.574356	0.000043	1.585806e+12	3.547672	0.715058
4	33	0	0.300	0.006904	0.236435	45.552339	0.000021	1.585113e+12	3.546781	0.713766
4	34	0	0.300	0.006905	0.242535	151.291762	0.000010	1.584514e+12	3.544341	0.714087
4	35	0	0.300	0.006904	0.259267	178.122003	0.000011	1.585229e+12	3.540392	0.714423
4	36	0	0.300	0.006901	0.251706	-nan	0.000010	1.585840e+12	3.543268	0.714870
4	37	0	0.300	0.006907	0.249745	-nan	0.000010	1.584766e+12	3.546447	0.714155
4	38	0	0.300	0.006900	0.266360	-nan	0.000010	1.585120e+12	3.547135	0.714506
4	39	0	0.300	0.006891	0.268723	-nan	0.000010	1.604359e+12	3.508194	0.713179
4	40	0	0.300	0.006887	0.253525	-nan	0.000010	1.620747e+12	3.480756	0.711018
5	1	0	0.300	0.000137	0.013693	0.013693	0.896755	8.436100e+10	3.102729	0.690506
5	2	0	0.300	0.000448	0.016804	0.016828	0.840344	1.679137e+11	3.547933	0.736690
5	3	0	0.300	0.000772	0.017835	0.017859	0.790534	2.498998e+11	3.563665	0.741529
5	4	0	0.300	0.001007	0.017087	0.017139	0.756179	3.343539e+11	3.318211	0.707061
5	5	0	0.300	0.001415	0.019695	0.019795	0.694067	4.163565e+11	3.542271	0.728947
5	6	0	0.300	0.001951	0.023565	0.023829	0.617601	4.907878e+11	3.877341	0.753948
5	7	0	0.300	0.002319	0.025429	0.025751	0.564407	5.706306e+11	3.885834	0.757755
5	8	0	0.300	0.002659	0.026971	0.027382	0.516804	6.487328e+11	3.852991	0.756482
5	9	0	0.300	0.003184	0.031352	0.032099	0.445833	7.185954e+11	4.034173	0.768707
5	10	0	0.300	0.003717	0.036465	0.037746	0.375861	7.877428e+11	4.186471	0.778059
5	11	0	0.300	0.004213	0.042293	0.044420	0.312704	8.481774e+11	4.303708	0.786904
5	12	0	0.300	0.004692	0.048982	0.052425	0.253391	9.074677e+11	4.391589	0.793163
5	13	0	0.300	0.004932	0.051008	0.055475	0.223658	9.761937e+11	4.273838	0.783903
5	14	0	0.300	0.005226	0.055449	0.061608	0.187009	1.037550e+12	4.226175	0.781717
5	15	0	0.300	0.005485	0.059717	0.067740	0.156288	1.098872e+12	4.165813	0.779099
5	16	0	0.300	0.005713	0.064505	0.075443	0.129815	1.154240e+12	4.105683	0.775666
5	17	0	0.300	0.005945	0.071113	0.086645	0.102899	1.204742e+12	4.070561	0.773680
5	18	0	0.300	0.006166	0.078031	0.099748	0.078346	1.250204e+12	4.038194	0.772441
5	19	0	0.300	0.006265	0.080432	0.107588	0.065961	1.313906e+12	3.921746	0.758116
5	20	0	0.300	0.006497	0.093469	0.140280	0.042974	1.335468e+12	3.959247	0.761198
5	21	0	0.300	0.006561	0.095657	0.152406	0.035596	1.393586e+12	3.837406	0.747186
5	22	0	0.300	0.006716	0.109928	0.205701	0.021295	1.407604e+12	3.857343	0.749359
5	23	0	0.300	0.006781	0.118350	0.253163	0.014470	1.439788e+12	3.808584	0.746923
5	24	0	0.300	0.006823	0.127747	0.319369	0.009923	1.469814e+12	3.758167	0.743807
5	25	0	0.300	0.006855	0.137245	0.413040	0.006284	1.496611e+12	3.712151	0.739899
5	26	0	0.300	0.006863	0.143092	0.502494	0.004469	1.530454e+12	3.636301	0.734316
5	27	0	0.300	0.006904	0.159235	0.855582	0.001951	1.532832e+12	3.644293	0.735019
5	28	0	0.300	0.006897	0.172417	1.282117	0.001109	1.544225e+12	3.627495	0.734232
5	29	0	0.300	0.006905	0.182828	1.989179	0.000582	1.564394e+12	3.587590	0.731210
5	30	0	0.300	0.006907	0.198160	3.818691	0.000232	1.565019e+12	3.584655	0.731797
5	31	0	0.300	0.006901	0.208623	6.144454	0.000152	1.583099e+12	3.551051	0.730261
5	32	0	0.300	0.006900	0.222093	11.972770	0.000065	1.594989e+12	3.535934	0.728411
5	33	0	0.300	0.006873	0.223400	12.604619	0.000057	1.636465e+12	3.451029	0.718274
5	34	0	0.300	0.006872	0.235279	41.010769	0.000017	1.636022e+12	3.451193	0.718679
5	35	0	0.300	0.006879	0.250026	70.362318	0.000018	1.635961e+12	3.450748	0.718465
5	36	0	0.300	0.006864	0.243366	-nan	0.000011	1.649359e+12	3.427893	0.716711
5	37	0	0.300	0.006862	0.245054	-nan	0.000011	1.662008e+12	3.407457	0.715017
5	38	0	0.300	0.006861	0.267954	-nan	0.000011	1.661053e+12	3.403255	0.715729
5	39	0	0.300	0.006861	0.244711	-nan	0.000011	1.661311e+12	3.408650	0.714971
5	40	0	0.300	0.006861	0.285331	-nan	0.000011	1.661729e+12	3.409677	0.715149
6	1	0	0.300	0.000137	0.009938	0.009938	0.908196	8.558487e+10	2.383382	0.568270
6	2	0	0.300	0.000413	0.014631	0.014697	0.852075	1.688139e+11	3.171716	0.676128
6	3	0	0.300	0.000894	0.020306	0.020536	0.771051	2.485750e+11	3.994153	0.742308
6	4	0	0.300	0.001235	0.020839	0.021053	0.722109	3.302162e+11	3.886947	0.742635
6	5	0	0.300	0.001556	0.021750	0.021984	0.673005	4.099177e+11	3.833526	0.744485
6	6	0	0.300	0.001853	0.022134	0.022379	0.632165	4.921433e+11	3.707534	0.734883
6	7	0	0.300	0.002386	0.026181	0.026654	0.555560	5.682887e+11	3.978989	0.754971
6	8	0	0.300	0.002727	0.027625	0.028178	0.508749	6.467612e+11	3.930099	0.754070
6	9	0	0.300	0.003244	0.032030	0.032906	0.438718	7.142135e+11	4.095906	0.767150
6	10	0	0.300	0.003781	0.037424	0.038888	0.368186	7.848220e+11	4.249838	0.777904
6	11	0	0.300	0.004273	0.043502	0.045892	0.304994	8.475894e+11	4.359692	0.785966
6	12	0	0.300	0.004764	0.050510	0.054412	0.245527	9.058599e+11	4.451634	0.792249
6	13	0	0.300	0.005203	0.059050	0.065478	0.193824	9.555167e+11	4.526246	0.797321
6	14	0	0.300	0.005392	0.060617	0.068668	0.170025	1.024410e+12	4.375127	0.785154
6	15	0	0.300	0.005618	0.064650	0.075230	0.142085	1.081441e+12	4.291865	0.779775
6	16	0	0.300	0.005878	0.070681	0.085405	0.112448	1.136984e+12	4.244623	0.779155
6	17	0	0.300	0.006090	0.076676	0.097028	0.088891	1.190618e+12	4.185490	0.775466
6	18	0	0.300	0.006359	0.088433	0.121379	0.061792	1.215559e+12	4.215267	0.777539
6	19	0	0.300	0.006534	0.097993	0.147438	0.044057	1.251462e+12	4.179828	0.775912
6	20	0	0.300	0.006705	0.113250	0.195992	0.027721	1.267103e+12	4.203813	0.777418
6	21	0	0.300	0.006765	0.117432	0.224034	0.020889	1.317214e+12	4.089482	0.767439
6	22	0	0.300	0.006811	0.123542	0.265096	0.015225	1.361203e+12	3.998473	0.761115
6	23	0	0.300	0.006861	0.132138	0.334282	0.010267	1.392937e+12	3.934223	0.757449
6	24	0	0.300	0.006921	0.148929	0.499374	0.005274	1.397767e+12	3.944220	0.757938
6	25	0	0.300	0.006917	0.151276	0.589940	0.003940	1.446151e+12	3.826329	0.747118
6	26	0	0.300	0.006928	0.161492	0.815350	0.002367	1.474694e+12	3.778360	0.742965
6	27	0	0.300	0.006941	0.176988	1.349448	0.001089	1.474019e+12	3.773548	0.743746
6	28	0	0.300	0.006934	0.183402	1.870107	0.000687	1.508966e+12	3.702358	0.737463
6	29	0	0.300	0.006927	0.191884	2.950859	0.000328	1.533295e+12	3.648081	0.735134
6	30	0	0.300	0.006904	0.194372	3.735194	0.000235	1.581759e+12	3.560949	0.723382
6	31	0	0.300	0.006878	0.196112	5.186585	0.000156	1.629299e+12	3.474123	0.713613
6	32	0	0.300	0.006883	0.209635	9.673590	0.000065	1.628037e+12	3.472356	0.713971
6	33	0	0.300	0.006880	0.226405	25.504633	0.000040	1.629531e+12	3.469679	0.713801
6	34	0	0.300	0.006880	0.235659	50.119869	0.000022	1.627310e+12	3.466797	0.713431
6	35	0	0.300	0.006885	0.257267	109.461491	0.000020	1.627529e+12	3.469043	0.712693
6	36	0	0.300	0.006881	0.257968	144.044728	0.000017	1.627196e+12	3.468145	0.712837
6	37	0	0.300	0.006878	0.263059	310.496144	0.000014	1.628069e+12	3.470983	0.713391
6	38	0	0.300	0.006861	0.266589	262.067101	0.000014	1.669347e+12	3.399092	0.704980
6	39	0	0.300	0.006857	0.278926	582.337476	0.000012	1.679310e+12	3.377986	0.704832
6	40	0	0.300	0.006855	0.240640	-nan	0.000012	1.678915e+12	3.377064	0.704475
