seed	N	T	F	DRA	D	DSTA	Empty	Transmitted	TPF
1	1	0	0.300	0.000137	0.012347	0.012347	0.900807	8.480836e+10	2.841184
1	2	0	0.300	0.000543	0.020369	0.020551	0.820662	1.640302e+11	4.203383
1	3	0	0.300	0.001035	0.024383	0.024579	0.742953	2.429770e+11	4.819047
1	4	0	0.300	0.001444	0.024896	0.025113	0.689150	3.239147e+11	4.639483
1	5	0	0.300	0.001962	0.027907	0.028131	0.616506	4.022710e+11	5.036378
1	6	0	0.300	0.002475	0.030610	0.030863	0.549333	4.794727e+11	5.402314
1	7	0	0.300	0.002838	0.031462	0.031770	0.503583	5.606082e+11	5.276981
1	8	0	0.300	0.003145	0.032317	0.032699	0.460977	6.379421e+11	5.191736
1	9	0	0.300	0.003394	0.032390	0.032929	0.428102	7.177323e+11	4.973130
1	10	0	0.300	0.003864	0.035468	0.036085	0.372355	7.902107e+11	5.301196
1	11	0	0.300	0.004049	0.035207	0.035990	0.346796	8.700670e+11	5.057501
1	12	0	0.300	0.004205	0.035174	0.036123	0.323784	9.473986e+11	4.858551
1	13	0	0.300	0.004566	0.037966	0.039095	0.282841	1.016770e+12	5.091351
1	14	0	0.300	0.004990	0.042343	0.043895	0.233846	1.081500e+12	5.535051
1	15	0	0.300	0.005368	0.046663	0.048573	0.193779	1.143276e+12	5.952605
1	16	0	0.300	0.005605	0.049673	0.052156	0.167284	1.207119e+12	6.087283
1	17	0	0.300	0.005941	0.054959	0.058186	0.133318	1.262172e+12	6.660972
1	18	0	0.300	0.006235	0.060456	0.064494	0.104850	1.316921e+12	7.214655
1	19	0	0.300	0.006424	0.064914	0.070141	0.085414	1.371979e+12	7.494803
1	20	0	0.300	0.006695	0.072323	0.079574	0.061442	1.412654e+12	8.218014
1	21	0	0.300	0.006884	0.078742	0.087931	0.046087	1.458847e+12	8.763551
1	22	0	0.300	0.007060	0.086414	0.098425	0.032358	1.493076e+12	9.512782
1	23	0	0.300	0.007183	0.094443	0.109454	0.022688	1.527679e+12	10.324048
1	24	0	0.300	0.007238	0.099369	0.117944	0.017181	1.576370e+12	10.614453
1	25	0	0.300	0.007251	0.102152	0.124311	0.013592	1.630115e+12	10.482074
1	26	0	0.300	0.007315	0.109768	0.136990	0.009377	1.662775e+12	11.146979
1	27	0	0.300	0.007382	0.119245	0.152813	0.005824	1.687952e+12	12.106861
1	28	0	0.300	0.007417	0.125882	0.165169	0.003684	1.718012e+12	12.798766
1	29	0	0.300	0.007397	0.129476	0.175799	0.002798	1.765993e+12	12.695078
1	30	0	0.300	0.007414	0.135544	0.190620	0.001957	1.798687e+12	12.983757
1	31	0	0.300	0.007383	0.139276	0.203610	0.001399	1.843420e+12	12.709919
1	32	0	0.300	0.007351	0.143339	0.219788	0.000950	1.886030e+12	12.495183
1	33	0	0.300	0.007363	0.151375	0.240305	0.000599	1.908832e+12	13.082235
1	34	0	0.300	0.007370	0.158211	0.263664	0.000361	1.930738e+12	13.195529
1	35	0	0.300	0.007379	0.167537	0.292504	0.000223	1.951009e+12	13.663537
1	36	0	0.300	0.007385	0.175871	0.325662	0.000124	1.970762e+12	13.783735
1	37	0	0.300	0.007343	0.180903	0.357959	0.000109	2.004439e+12	13.225660
1	38	0	0.300	0.007303	0.185936	0.390895	0.000060	2.036172e+12	12.656553
1	39	0	0.300	0.007300	0.195420	0.436997	0.000030	2.045834e+12	12.823422
1	40	0	0.300	0.007302	0.206659	0.464836	0.000017	2.053464e+12	13.246948
2	1	0	0.300	0.000137	0.016551	0.016551	0.888111	8.461259e+10	3.649055
2	2	0	0.300	0.000466	0.017544	0.017544	0.836768	1.685922e+11	3.761286
