seed	N	T	F	DRA	D	DSTA	Empty	Transmitted	TPF
2	2	0	0.300	0.000468	0.017551	0.017551	0.836750	1.686361e+11	3.757870
2	3	0	0.300	0.000960	0.022700	0.022769	0.757178	2.488111e+11	4.608600
2	4	0	0.300	0.001352	0.023630	0.023682	0.703621	3.298528e+11	4.648493
2	5	0	0.300	0.001703	0.024490	0.024532	0.654526	4.112865e+11	4.670819
2	6	0	0.300	0.001914	0.023346	0.023436	0.625613	4.928423e+11	4.303334
2	7	0	0.300	0.002427	0.026550	0.026648	0.558362	5.684572e+11	4.706874
2	8	0	0.300	0.002767	0.028110	0.028195	0.511106	6.485172e+11	4.860686
2	9	0	0.300	0.003091	0.029504	0.029580	0.468707	7.246973e+11	4.990967
2	10	0	0.300	0.003568	0.032605	0.032691	0.411181	7.957056e+11	5.342393
2	11	0	0.300	0.003764	0.032803	0.032935	0.385080	8.741720e+11	5.216176
2	12	0	0.300	0.004084	0.034817	0.034955	0.345246	9.517308e+11	5.434620
2	13	0	0.300	0.004561	0.039202	0.039420	0.290041	1.015306e+12	6.103493
2	14	0	0.300	0.005008	0.044105	0.044437	0.238757	1.077726e+12	6.761119
2	15	0	0.300	0.005293	0.046867	0.047217	0.207963	1.143993e+12	7.165044
2	16	0	0.300	0.005672	0.052019	0.052432	0.167893	1.201521e+12	7.904008
2	17	0	0.300	0.005922	0.055257	0.055699	0.141975	1.264363e+12	8.354181
2	18	0	0.300	0.006159	0.059077	0.059550	0.118849	1.322044e+12	8.891334
2	19	0	0.300	0.006382	0.063296	0.063827	0.098195	1.381596e+12	9.438400
2	20	0	0.300	0.006531	0.066049	0.066648	0.083702	1.440818e+12	9.601861
2	21	0	0.300	0.006682	0.069184	0.069870	0.070930	1.498438e+12	9.790185
2	22	0	0.300	0.006906	0.076145	0.076979	0.051749	1.541525e+12	10.704907
2	23	0	0.300	0.007037	0.080318	0.081266	0.041694	1.594255e+12	10.954412
2	24	0	0.300	0.007184	0.086767	0.087773	0.031033	1.633884e+12	11.768444
2	25	0	0.300	0.007314	0.093993	0.095059	0.021849	1.666763e+12	12.601616
2	26	0	0.300	0.007399	0.100045	0.101260	0.016401	1.705813e+12	13.132197
2	27	0	0.300	0.007486	0.109133	0.110481	0.010531	1.733392e+12	14.193947
2	28	0	0.300	0.007546	0.118319	0.119861	0.006720	1.757344e+12	15.265343
2	29	0	0.300	0.007593	0.126346	0.127980	0.004385	1.785506e+12	16.196060
2	30	0	0.300	0.007634	0.134530	0.136340	0.002751	1.810307e+12	17.071381
2	31	0	0.300	0.007650	0.142688	0.144563	0.001925	1.834688e+12	17.829517
2	32	0	0.300	0.007655	0.149400	0.151515	0.001281	1.862927e+12	17.691587
2	33	0	0.300	0.007674	0.159337	0.161678	0.000764	1.877010e+12	18.622792
2	34	0	0.300	0.007678	0.167157	0.169697	0.000440	1.899477e+12	18.519152
2	35	0	0.300	0.007652	0.174162	0.176975	0.000328	1.924697e+12	18.331984
2	36	0	0.300	0.007629	0.181771	0.184802	0.000233	1.948923e+12	18.189444
2	37	0	0.300	0.007635	0.191765	0.194931	0.000135	1.962966e+12	18.599447
2	38	0	0.300	0.007643	0.201405	0.204589	0.000071	1.975282e+12	18.839599
2	39	0	0.300	0.007644	0.213542	0.216838	0.000057	1.982437e+12	19.611267
2	40	0	0.300	0.007643	0.224003	0.226861	0.000050	1.986969e+12	19.514122
3	1	0	0.300	0.000137	0.009929	0.009929	0.908105	8.583082e+10	2.381360
3	2	0	0.300	0.000523	0.019165	0.019410	0.826240	1.667448e+11	4.005152
3	3	0	0.300	0.000764	0.016828	0.017083	0.795199	2.513979e+11	3.455747
3	4	0	0.300	0.001265	0.021364	0.021615	0.718145	3.311215e+11	4.177663
3	5	0	0.300	0.001594	0.021934	0.022153	0.672580	4.103805e+11	4.134925
3	6	0	0.300	0.001922	0.022952	0.023137	0.625735	4.925331e+11	4.184019
3	7	0	0.300	0.002183	0.023206	0.023386	0.588616	5.746723e+11	4.081393
3	8	0	0.300	0.002714	0.026913	0.027144	0.517907	6.490568e+11	4.559620
3	9	0	0.300	0.003216	0.030539	0.030802	0.452297	7.226064e+11	4.963874
3	10	0	0.300	0.003669	0.033810	0.034095	0.393605	7.935553e+11	5.299937
3	11	0	0.300	0.004147	0.037421	0.037728	0.338816	8.640897e+11	5.743458
3	12	0	0.300	0.004560	0.040772	0.041089	0.292140	9.287158e+11	6.137976
3	13	0	0.300	0.004798	0.042495	0.042844	0.261398	1.002088e+12	6.153195
3	14	0	0.300	0.005185	0.046213	0.046583	0.220667	1.066980e+12	6.610154
3	15	0	0.300	0.005488	0.050064	0.050457	0.186193	1.133208e+12	7.093771
3	16	0	0.300	0.005712	0.052436	0.052856	0.162255	1.199579e+12	7.264398
3	17	0	0.300	0.005975	0.056446	0.056885	0.136779	1.254488e+12	7.857543
3	18	0	0.300	0.006116	0.058718	0.059248	0.119062	1.325885e+12	7.853642
3	19	0	0.300	0.006236	0.060884	0.061501	0.105168	1.389557e+12	7.819142
3	20	0	0.300	0.006447	0.065741	0.066427	0.086050	1.442298e+12	8.430200
3	21	0	0.300	0.006650	0.071077	0.071832	0.067966	1.491288e+12	9.181173
3	22	0	0.300	0.006830	0.076567	0.077369	0.052658	1.539930e+12	9.902026
3	23	0	0.300	0.006960	0.081098	0.081956	0.042723	1.584800e+12	10.382063
3	24	0	0.300	0.007130	0.089167	0.090175	0.029693	1.622115e+12	11.485818
3	25	0	0.300	0.007233	0.095709	0.096755	0.022401	1.660860e+12	12.250027
3	26	0	0.300	0.007334	0.103794	0.104909	0.015461	1.689337e+12	13.203353
3	27	0	0.300	0.007403	0.110414	0.111671	0.011161	1.726517e+12	13.940571
3	28	0	0.300	0.007462	0.118678	0.120029	0.007432	1.749185e+12	15.016479
3	29	0	0.300	0.007515	0.129020	0.130565	0.004423	1.769956e+12	16.437284
3	30	0	0.300	0.007544	0.136318	0.137953	0.003183	1.798458e+12	17.229368
3	31	0	0.300	0.007534	0.142577	0.144510	0.002188	1.833156e+12	17.193143
3	32	0	0.300	0.007551	0.151709	0.153770	0.001549	1.855141e+12	18.201883
3	33	0	0.300	0.007570	0.158909	0.160993	0.000928	1.874409e+12	18.583435
3	34	0	0.300	0.007585	0.169693	0.172045	0.000479	1.886364e+12	19.972503
3	35	0	0.300	0.007589	0.179665	0.182198	0.000279	1.903225e+12	20.957709
3	36	0	0.300	0.007598	0.189488	0.191920	0.000129	1.915644e+12	21.699253
3	37	0	0.300	0.007605	0.200902	0.203415	0.000064	1.925014e+12	22.828349
3	38	0	0.300	0.007610	0.211756	0.214137	0.000060	1.933231e+12	23.493709
3	39	0	0.300	0.007617	0.223534	0.225670	0.000029	1.939540e+12	24.114805
3	40	0	0.300	0.007583	0.230377	0.232566	0.000023	1.958064e+12	23.750558
